list;word;pos
B;there;RB
B;want;NN
B;in;IN
B;on;IN
B;have;VB
B;can;MD
B;what;WP
B;will;MD
B;we;PRP
B;get;VB
B;some;DT
B;are;VBP
B;go;VB
B;me;PRP
B;put;NN
B;need;NN
B;up;RB
B;got;VBD
B;now;RB
B;he;PRP
B;hey;NN
B;of;IN
B;all;DT
B;your;PRP$
B;come;VB
B;more;RBR
B;look;NN
B;okay;NN
B;take;VB
B;make;VB
B;like;IN
B;let;VB
B;be;VB
B;these;DT
B;for;IN
B;out;IN
B;oh;NN
B;two;CD
B;us;PRP
B;with;IN
B;down;RB
B;know;VB
B;right;NN
B;see;VB
B;little;JJ
B;she;PRP
B;they;PRP
B;eat;NN
B;big;JJ
B;did;VBD
B;mine;NN
B;at;IN
B;where;WRB
B;paint;NN
B;them;PRP
B;Katie;NNP
B;off;IN
B;over;IN
B;home;NN
B;play;NN
B;so;RB
B;done;VBN
B;just;RB
B;dog;NN
B;how;WRB
B;who;WP
B;name;NN
B;chair;NN
B;good;JJ
B;house;NN
B;three;CD
B;please;NN
B;those;DT
B;because;IN
B;does;VBZ
B;too;RB
B;boo;NN
B;but;CC
B;has;VBZ
B;show;NN
B;sit;NN
B;hat;NN
B;blue;NN
B;her;PRP$
B;stomp;NN
B;was;VBD
B;Aaron;NNP
B;back;RB
B;time;NN
B;wash;NN
B;another;DT
B;by;IN
B;Colby;NN
B;then;RB
B;why;WRB
B;away;RB
B;give;VB
B;help;NN
B;his;PRP$
B;again;RB
B;milk;NN
B;water;NN
B;juice;NN
B;our;PRP$
B;making;VBG
B;open;JJ
B;or;CC
B;other;JJ
B;red;JJ
B;room;NN
B;think;NN
B;white;JJ
B;yellow;NN
B;green;JJ
B;whoa;NN
B;dad;NN
B;doghouse;NN
B;hair;NN
B;hands;NNS
B;use;NN
B;way;NN
B;when;WRB
B;baby;NN
B;fall;NN
B;stay;NN
B;yet;RB
B;mom;NN
B;noodles;NNS
B;watch;NN
B;cracker;NN
B;found;NN
B;four;CD
B;guys;NNS
B;hi;NN
B;ones;NNS
B;peanut;NN
B;playhouse;NN
B;sand;NN
B;sister;NN
B;spider;NN
B;wants;VBZ
B;butter;NN
B;car;NN
B;eggs;NNS
B;maybe;RB
B;mommy;NN
B;orange;NN
B;stop;NN
B;sure;NN
B;thank;NN
B;boat;NN
B;could;MD
B;cut;NN
B;first;RB
B;fish;NN
B;glue;NN
B;goes;VBZ
B;light;NN
B;lot;NN
B;lunch;NN
B;shoe;NN
B;something;NN
B;stand;NN
B;tickle;NN
B;train;NN
B;went;VBD
B;already;RB
B;ball;NN
B;cat;NN
B;game;NN
B;him;PRP
B;made;VBN
B;Missy;NN
B;money;NN
B;new;JJ
B;real;JJ
B;Susie;NN
B;tape;NN
B;tell;NN
B;today;NN
B;top;NN
B;trying;VBG
B;whoops;NNS
B;cake;NN
B;clean;NN
B;color;NN
B;coming;VBG
B;feet;NNS
B;food;NN
B;gone;VBN
B;had;VBD
B;hand;NN
B;having;VBG
B;Jamie;NN
B;many;JJ
B;move;NN
B;party;NN
B;things;NNS
B;wands;NNS
B;ate;NN
B;bell;NN
B;black;JJ
B;cows;NNS
B;farm;NN
B;foot;NN
B;hide;NN
B;legs;NNS
B;line;NN
B;middle;NN
B;ready;JJ
B;said;VBD
B;scissors;NNS
B;suppose;NN
B;table;NN
B;try;NN
B;turn;NN
B;almost;RB
B;an;DT
B;any;DT
B;birthday;NN
B;bit;NN
B;Bobby;NN
B;came;VBD
B;doing;VBG
B;door;NN
B;else;RB
B;fence;NN
B;find;VB
B;fire;NN
B;five;CD
B;girl;NN
C;and;CC
C;but;CC
C;one;CD
C;three;CD
C;two;CD
C;a;DT
C;all;DT
C;no;DT
C;some;DT
C;the;DT
C;these;DT
C;this;DT
C;those;DT
C;there;RB
C;about;IN
C;at;IN
C;because;IN
C;by;IN
C;for;IN
C;if;IN
C;in;IN
C;like;IN
C;love;NN
C;of;IN
C;on;IN
C;out;IN
C;over;IN
C;that;IN
C;thirsty;NN
C;under;IN
C;up;RB
C;with;IN
C;bad;JJ
C;big;JJ
C;close;RB
C;girl;NN
C;good;JJ
C;grandma;NN
C;happy;JJ
C;hug;NN
C;hungry;NN
C;know;VB
C;little;JJ
C;mine;NN
C;open;JJ
C;other;JJ
C;peanut butter;NN
C;potty;NN
C;right;NN
C;shoe;NN
C;sick;NN
C;stay;NN
C;stop;NN
C;table;NN
C;toy;NN
C;want;NN
C;a;DT
C;wash;NN
C;can;MD
C;could;MD
C;will;MD
C;ball;NN
C;bath;NN
C;bathroom;NN
C;bed;NN
C;book;NN
C;boy;NN
C;breakfast;NN
C;brother;NN
C;car;NN
C;cereal;NN
C;chair;NN
C;coat;NN
C;cookie;NN
C;do;VB
C;door;NN
C;drink;NN
C;drive;NN
C;eat;NN
C;eye;NN
C;food;NN
C;friend;NN
C;garage;NN
C;go;VB
C;good bye;NN
C;grandpa;NN
C;guy;NN
C;hand;NN
C;head;NN
C;home;NN
C;hot;JJ
C;house;NN
C;hurt;NN
C;inside;IN
C;juice;NN
C;leg;NN
C;look;NN
C;lunch;NN
C;milk;NN
C;mom;NN
C;music;NN
C;okay;NN
C;outside;IN
C;room;NN
C;sad;NN
C;school;NN
C;see;VB
C;sister;NN
C;sit;NN
C;something;NN
C;store;NN
C;story;NN
C;thank you;NN
C;thing;NN
C;time;NN
C;today;NN
C;TV;NN
C;want;NN
C;watch;NN
C;water;NN
C;mad;NN
C;pants;NNS
C;people;NNS
C;yes;NNS
C;he;PRP
C;him;PRP
C;I;PRP
C;it;PRP
C;me;PRP
C;she;PRP
C;them;PRP
C;they;PRP
C;us;PRP
C;we;PRP
C;you;PRP
C;her;PRP$
C;his;PRP$
C;my;PRP$
C;our;PRP$
C;their;PRP$
C;your;PRP$
C;around;IN
C;away;RB
C;first;RB
C;going;VBG
C;to;TO
C;here;RB
C;just;RB
C;not;RB
C;now;RB
C;so;RB
C;sock;NN
C;then;RB
C;too;RB
C;more;RBR
C;back;RB
C;down;RB
C;off;IN
C;to;TO
C;be;VB
C;cat;NN
C;dad;NN
C;dinner;NN
C;dog;NN
C;doll;NN
C;get;VB
C;give;VB
C;help;NN
C;kitchen;NN
C;please;NN
C;ride;NN
C;take;VB
C;work;NN
C;cold;NN
C;did;VBD
C;got;VBD
C;said;VBD
C;shirt;NN
C;was;VBD
C;went;VBD
C;going;VBG
C;baby;NN
C;come;VB
C;done;VBN
C;put;NN
C;tired;VBN
C;are;VBP
C;have;VB
C;make;VB
C;need;NN
C;play;NN
C;read;NN
C;sleep;NN
C;think;NN
C;turn;NN
C;walk;NN
C;does;VBZ
C;goes;VBZ
C;has;VBZ
C;hi;NN
C;is;VBZ
C;let;VB
C;is;VBZ
C;what;WP
C;who;WP
C;how;WRB
C;when;WRB
C;where;WRB
C;why;WRB
D;five;CD
D;one;CD
D;three;CD
D;two;CD
D;because;IN
D;bye;NN
D;like;IN
D;on;IN
D;over;IN
D;there;RB
D;is;VBZ
D;through;IN
D;up;RB
D;ant;NN
D;bad;JJ
D;big;JJ
D;bite;NN
D;black;JJ
D;cookie;NN
D;different;JJ
D;fly;NN
D;girl;NN
D;good;JJ
D;great;JJ
D;green;JJ
D;hear;NN
D;hi;NN
D;high;JJ
D;hot;JJ
D;know;VB
D;last;JJ
D;long;RB
D;messy;NN
D;middle;NN
D;new;JJ
D;next;JJ
D;nice;JJ
D;ok;NN
D;old;JJ
D;open;JJ
D;paint;NN
D;name;NN
D;red;JJ
D;right;NN
D;saw;NN
D;show;NN
D;shut;NN
D;top;NN
D;used;VBN
D;where;WRB
D;is;VBZ
D;need;NN
D;baby;NN
D;ball;NN
D;bathroom;NN
D;bean;NN
D;bed;NN
D;bird;NN
D;blue;NN
D;box;NN
D;boy;NN
D;call;NN
D;candy;NN
D;car;NN
D;catch;NN
D;cause;NN
D;chair;NN
D;corn;NN
D;cup;NN
D;cut;NN
D;day;NN
D;doctor;NN
D;dog;NN
D;door;NN
D;duck;NN
D;eat;NN
D;fall;NN
D;finger;NN
D;fire;NN
D;foot;NN
D;get;VB
D;hair;NN
D;hand;NN
D;hello;NN
D;help;NN
D;hill;NN
D;home;NN
D;horse;NN
D;house;NN
D;huh;NN
D;hum;NN
D;juice;NN
D;jump;NN
D;kind;NN
D;look;NN
D;lot;NN
D;lunch;NN
D;make;VB
D;man;NN
D;mine;NN
D;mom;NN
D;mommy;NN
D;move;NN
D;name;NN
D;oh;NN
D;pick;NN
D;piece;NN
D;play;NN
D;push;NN
D;remember;VB
D;room;NN
D;run;VB
D;side;NN
D;sit;NN
D;stuff;NN
D;tape;NN
D;tell;NN
D;thing;NN
D;time;NN
D;today;NN
D;toys;NNS
D;turn;NN
D;wait;NN
D;watch;NN
D;water;NN
D;way;NN
D;whole;JJ
D;um;NN
D;name;NN
D;birds;NNS
D;bugs;NNS
D;girls;NNS
D;guys;NNS
D;hands;NNS
D;people;NNS
D;things;NNS
D;trees;NNS
D;turtles;NNS
D;us;PRP
D;back;RB
D;bet;NN
D;better;RBR
D;even;RB
D;first;RB
D;going;VBG
D;to;TO
D;just;RB
D;little;JJ
D;so;RB
D;still;RB
D;more;RBR
D;drink;NN
D;here;RB
D;is;VBZ
D;mean;NN
D;go;VB
D;please;NN
D;ride;NN
D;see;VB
D;stop;NN
D;came;VBD
D;found;NN
D;jumped;NN
D;made;VBN
D;named;VBN
D;said;VBD
D;threw;NN
D;went;VBD
D;eating;VBG
D;getting;VBG
D;going;VBG
D;jumping;NN
D;looking;VBG
D;swing;VBG
D;trying;VBG
D;come;VB
D;done;VBN
D;fixed;VBN
D;put;NN
D;wanted;VBD
D;ah;NN
D;buy;VB
D;face;NN
D;find;VB
D;give;VB
D;head;NN
D;hold;NN
D;lift;NN
D;pet;NN
D;say;VB
D;try;NN
D;use;NN
D;want;NN
D;comes;VBZ
D;gets;VBZ
D;goes;VBZ
D;leaves;NNS
D;ya;NN
D;who;WP
D;and;CC
D;but;CC
D;or;CC
D;all;DT
D;an;DT
D;another;DT
D;any;DT
D;both;DT
D;no;DT
D;some;DT
D;that;IN
D;the;DT
D;these;DT
D;this;DT
D;those;DT
D;there;RB
D;after;IN
D;around;IN
D;as;IN
D;at;IN
D;before;IN
D;by;IN
D;for;IN
D;from;IN
D;if;IN
D;in;IN
D;of;IN
D;than;IN
D;was;VBD
D;not;RB
D;while;IN
D;with;IN
D;are;VBP
D;not;RB
D;I;PRP
D;am;VBP
D;is;VBZ
D;not;RB
D;it;PRP
D;is;VBZ
D;let;VB
D;is;VBZ
D;many;JJ
D;much;JJ
D;other;JJ
D;ready;JJ
D;same;JJ
D;most;JJS
D;can;MD
D;could;MD
D;may;MD
D;must;MD
D;would;MD
D;do;VB
D;everybody;NN
D;everything;NN
D;had;VBD
D;inside;IN
D;somebody;NN
D;someone;NN
D;something;NN
D;what;WP
D;is;VBZ
D;will;MD
D;not;RB
D;ours;NNS
D;yours;NNS
D;he;PRP
D;her;PRP$
D;him;PRP
D;I;PRP
D;it;PRP
D;me;PRP
D;myself;PRP
D;she;PRP
D;them;PRP
D;they;PRP
D;we;PRP
D;you;PRP
D;his;PRP$
D;my;PRP$
D;our;PRP$
D;their;PRP$
D;your;PRP$
D;about;IN
D;again;RB
D;almost;RB
D;already;RB
D;also;RB
D;away;RB
D;else;RB
D;here;RB
D;never;RB
D;not;RB
D;only;RB
D;really;RB
D;sometimes;RB
D;somewhere;RB
D;then;RB
D;together;RB
D;too;RB
D;very;RB
D;we;PRP
D;are;VBP
D;well;RB
D;yet;RB
D;down;RB
D;off;IN
D;out;IN
D;to;TO
D;be;VB
D;cannot;NN
D;could;MD
D;not;RB
D;did;VBD
D;not;RB
D;does;VBZ
D;not;RB
D;do;VB
D;not;RB
D;maybe;RB
D;they;PRP
D;are;VBP
D;yes;NNS
D;you;PRP
D;are;VBP
D;did;VBD
D;he;PRP
D;is;VBZ
D;let;VB
D;she;PRP
D;is;VBZ
D;was;VBD
D;were;VBD
D;being;VBG
D;doing;VBG
D;have;VB
D;have;VB
D;not;RB
D;are;VBP
D;I;PRP
D;will;MD
D;they;PRP
D;will;MD
D;we;PRP
D;will;MD
D;you;PRP
D;will;MD
D;does;VBZ
D;has;VBZ
D;is;VBZ
D;that;IN
D;is;VBZ
D;there;RB
D;is;VBZ
D;which;WDT
D;what;WP
D;who;WP
D;how;WRB
D;when;WRB
D;where;WRB
D;why;WRB
E;I;PRP
E;no;DT
E;yes;NNS
E;yeah;NN
E;want;NN
E;it;PRP
E;that;IN
E;my;PRP$
E;you;PRP
E;more;RBR
E;mine;NN
E;the;DT
E;is;VBZ
E;on;IN
E;in;IN
E;here;RB
E;out;IN
E;off;IN
E;a;DT
E;go;VB
E;what;WP
E;some;DT
E;help;NN
E;all done;NN
E;finished;VBN
F;you;PRP
F;I;PRP
F;the;DT
F;it;PRP
F;a;DT
F;no;DT
F;and;CC
F;can;MD
F;that;IN
F;my;PRP$
F;I;PRP
F;am;VBP
F;in;IN
F;this;DT
F;me;PRP
F;to;TO
F;one;CD
F;do;VB
F;go;VB
F;on;IN
F;have;VB
F;get;VB
F;what;WP
F;look;NN
F;yeah;NN
F;there;RB
F;we;PRP
F;is;VBZ
F;your;PRP$
F;do;VB
F;not;RB
F;let;VB
F;is;VBZ
F;here;RB
F;he;PRP
F;going;VBG
F;to;TO
F;not;RB
F;hey;NN
F;it;PRP
F;is;VBZ
F;got;VBD
F;are;VBP
F;oh;NN
F;put;NN
F;up;RB
F;just;RB
F;cannot;NN
F;well;RB
F;I;PRP
F;will;MD
F;that;IN
F;is;VBZ
F;come;VB
F;on;IN
F;um;NN
F;now;RB
F;out;IN
F;big;JJ
F;did;VBD
F;down;RB
F;of;IN
F;were;VBD
F;like;IN
F;where;WRB
F;ah;NN
F;be;VB
F;see;VB
F;want;NN
F;a;DT
F;because;IN
F;know;VB
F;okay;NN
F;them;PRP
F;at;IN
F;for;IN
F;yes;NNS
F;I;PRP
F;have;VB
F;over;IN
F;all;DT
F;play;NN
F;there;RB
F;is;VBZ
F;off;IN
F;want;NN
F;with;IN
F;come;VB
F;mine;NN
F;need;NN
F;some;DT
F;Spiderman;NN
F;but;CC
F;two;CD
F;him;PRP
F;turn;NN
F;you;PRP
F;are;VBP
F;little;JJ
F;he;PRP
F;is;VBZ
F;make;VB
F;back;RB
F;tell;NN
F;they;PRP
F;are;VBP
F;did;VBD
F;not;RB
F;then;RB
F;dwant;NN
F;a;DT
F;hello;NN
F;our;PRP$
F;watch;NN
F;how;WRB
F;away;RB
F;sit;NN
F;found;NN
F;friend;NN
F;these;DT
F;was;VBD
F;yep;NN
F;baby;NN
F;does;VBZ
F;not;RB
F;doing;VBG
F;only;RB
F;she;PRP
F;they;PRP
F;let;VB
F;his;PRP$
F;spider;NN
F;too;RB
F;mum;NN
F;where;WRB
F;is;VBZ
F;so;RB
F;time;NN
F;more;RBR
F;remember;VB
F;what;WP
F;is;VBZ
F;who;WP
F;why;WRB
F;she;PRP
F;is;VBZ
F;does;VBZ
F;hat;NN
F;woh;NN
F;than;IN
F;yours;NNS
F;has;VBZ
F;ones;NNS
F;saw;NN
F;four;CD
F;move;NN
F;run;VB
F;throw;NN
F;coming;VBG
F;drink;NN
F;five;CD
F;gotta;NN
F;if;IN
F;leave;VB
F;making;VBG
F;yummy;NN
F;goes;VBZ
F;going;VBG
F;mummy;NN
F;other;JJ
F;please;NN
F;said;VBD
F;stay;NN
F;thing;NN
F;those;DT
F;when;WRB
F;will;MD
F;give;VB
F;hah;NN
F;kick;NN
F;push;NN
F;sand;NN
F;say;VB
F;show;NN
F;something;NN
F;wait;NN
F;again;RB
F;bit;NN
F;brother;NN
F;dad;NN
F;done;VBN
F;good;JJ
F;help;NN
F;her;PRP$
F;name;NN
F;quick;NN
F;went;VBD
F;bigger;JJR
F;car;NN
F;eat;NN
F;hole;NN
F;keep;VB
F;nah;NN
F;naughty;NN
F;right;NN
F;way;NN
F;will;MD
F;not;RB
F;apple;NN
F;ball;NN
F;better;RBR
F;comes;VBZ
F;dig;NN
F;is;VBZ
F;not;RB
F;shhh;NN
F;take;VB
F;yum;NN
F;cool;NN
F;could;MD
F;house;NN
F;oow;NN
F;seat;NN
F;today;NN
F;very;RB
F;wash;NN
F;around;IN
F;been;VBN
F;bottom;NN
F;boys;NNS
F;into;IN
F;next;JJ
F;open;JJ
F;people;NNS
F;telling;VBG
F;bin;NN
F;book;NN
F;boy;NN
F;else;RB
F;find;VB
F;green;JJ
F;home;NN
F;lunch;NN
F;new;JJ
F;pick;NN
F;playing;VBG
F;roll;NN
F;seven;CD
F;sorry;NN
F;step;NN
F;still;RB
F;teacher;NN
F;is;VBZ
F;three;CD
F;us;PRP
F;who;WP
F;is;VBZ
F;about;IN
F;are;VBP
F;not;RB
F;broke;NN
F;bye;NN
F;catch;NN
F;fell;VBD
F;first;RB
F;had;VBD
F;man;NN
F;shoe;NN
F;stuck;NN
F;think;NN
F;am;VBP
F;as;IN
F;beautiful;NN
F;bring;NN
F;bum;NN
F;everybody;NN
F;finished;VBN
F;funny;NN
F;guys;NNS
F;hand;NN
F;head;NN
F;higher;JJR
F;jump;NN
F;looks;NNS
F;should;MD
F;stop;NN
F;which;WDT
F;you;PRP
F;will;MD
G;and;CC
G;I;PRP
G;the;DT
G;to;TO
G;a;DT
G;was;VBD
G;it;PRP
G;he;PRP
G;she;PRP
G;then;RB
G;got;VBD
G;my;PRP$
G;on;IN
G;went;VBD
G;had;VBD
G;her;PRP$
G;in;IN
G;there;RB
G;you;PRP
G;but;CC
G;for;IN
G;that;IN
G;up;RB
G;yes;NNS
G;go;VB
G;his;PRP$
G;out;IN
G;said;VBD
G;one;CD
G;dad;NN
G;do;VB
G;not;RB
G;home;NN
G;Anna;NNP
G;mum;NN
G;all;DT
G;of;IN
G;at;IN
G;have;VB
G;this;DT
G;with;IN
G;get;VB
G;they;PRP
G;when;WRB
G;yeah;NN
G;lost;VBN
G;no;DT
G;know;VB
G;like;IN
G;policeman;NN
H;and;CC
H;but;CC
H;two;CD
H;one;CD
H;the;DT
H;a;DT
H;all;DT
H;an;DT
H;this;DT
H;some;DT
H;there;RB
H;like;IN
H;in;IN
H;on;IN
H;with;IN
H;of;IN
H;at;IN
H;because;IN
H;over;IN
H;for;IN
H;if;IN
H;that;IN
H;into;IN
H;outside;IN
H;after;IN
H;good;JJ
H;big;JJ
H;new;JJ
H;next;JJ
H;last;JJ
H;little;JJ
H;bird;NN
H;favorite;NN
H;ball;NN
H;nice;JJ
H;teacher;NN
H;brown;NN
H;first;RB
H;go;VB
H;want;NN
H;best;JJS
H;will;MD
H;can;MD
H;game;NN
H;frog;NN
H;eat;NN
H;miss;NN
H;field;NN
H;cousin;NN
H;friend;NN
H;pool;NN
H;house;NN
H;school;NN
H;home;NN
H;lot;NN
H;water;NN
H;today;NN
H;book;NN
H;day;NN
H;dad;NN
H;jump;NN
H;egg;NN
H;family;NN
H;time;NN
H;trip;NN
H;aunt;NN
H;birthday;NN
H;cats;NNS
H;got;VBD
H;saw;NN
H;bunny;NN
H;mom;NN
H;love;NN
H;dog;NN
H;rabbit;NN
H;easter;NN
H;Mrs.;NNP
H;I;PRP
H;am;VBP
H;eggs;NNS
H;birds;NNS
H;people;NNS
H;frogs;NNS
H;see;VB
H;friends;NNS
H;it;PRP
H;I;PRP
H;we;PRP
H;me;PRP
H;you;PRP
H;they;PRP
H;she;PRP
H;he;PRP
H;them;PRP
H;her;PRP$
H;my;PRP$
H;his;PRP$
H;our;PRP$
H;back;RB
H;sometimes;RB
H;brother;NN
H;then;RB
H;very;RB
H;not;RB
H;pretty;RB
H;really;RB
H;so;RB
H;too;RB
H;up;RB
H;out;IN
H;to;TO
H;sister;NN
H;get;VB
H;fun;NN
H;be;VB
H;bear;NN
H;gave;VBD
H;took;VBD
H;bought;NN
H;was;VBD
H;came;VBD
H;did;VBD
H;went;VBD
H;said;VBD
H;had;VBD
H;were;VBD
H;put;NN
H;playing;VBG
H;going;VBG
H;made;VBN
H;played;NNS
H;cool;NN
H;know;VB
H;play;NN
H;are;VBP
H;have;VB
H;am;VBP
H;do;VB
H;is;VBZ
H;has;VBZ
H;when;WRB
I;something;NN
I;peace;NN
I;will;MD
I;hour;NN
I;little;JJ
I;need;NN
I;give;VB
I;microphone;NN
I;Miss;NNP
I;cool;NN
I;four;CD
I;last;JJ
I;stop;NN
I;about;IN
I;huh;NN
I;really;RB
I;seven;CD
I;when;WRB
I;who;WP
I;big;JJ
I;guy;NN
I;mean;NN
I;over;IN
I;be;VB
I;I;PRP
I;it;PRP
I;you;PRP
I;do;VB
I;a;DT
I;not;RB
I;to;TO
I;the;DT
I;that;IN
I;no;DT
I;and;CC
I;go;VB
I;have;VB
I;what;WP
I;like;IN
I;oh;NN
I;yeah;NN
I;this;DT
I;one;CD
I;my;PRP$
I;can;MD
I;get;VB
I;we;PRP
I;know;VB
I;me;PRP
I;in;IN
I;just;RB
I;on;IN
I;so;RB
I;okay;NN
I;ok;NN
I;he;PRP
I;of;IN
I;they;PRP
I;yes;NNS
I;there;RB
I;say;VB
I;here;RB
I;for;IN
I;look;NN
I;hey;NN
I;let;VB
I;she;PRP
I;good;JJ
I;come;VB
I;want;NN
I;your;PRP$
I;but;CC
I;because;IN
I;see;VB
I;at;IN
I;make;VB
I;how;WRB
I;wait;NN
I;then;RB
I;think;NN
I;with;IN
I;right;NN
I;if;IN
I;up;RB
I;now;RB
I;all;DT
I;two;CD
I;put;NN
I;us;PRP
I;alright;NN
I;dude;NN
I;why;WRB
I;people;NNS
I;out;IN
I;where;WRB
I;thing;NN
I;time;NN
I;second;JJ
I;record;NN
I;them;PRP
I;three;CD
I;tell;NN
I;too;RB
I;talk;NN
I;take;VB
I;minute;NN
I;or;CC
I;play;NN
I;man;NN
I;eat;NN
I;dang;NN
I;more;RBR
I;her;PRP$
I;five;CD
I;first;RB
I;mine;NN
I;pass;NN
